Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,Price,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan
0,0,0,0,1,0,0,1,0,3,502000.0,0,0,0,1,1,1,1,1,10.8,3.0,1.0,1.0,220.0,106.0,0,1,0,1,1,-37.785,144.8561,3589.0,7.0,2017,4,3,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,0,0,3,695000.0,0,0,0,0,1,1,0,0,12.8,3.0,2.0,2.0,716.0,154.0,0,0,0,1,0,-37.734,144.8593,5629.0,48.0,2016,11,19,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,1,3,1020000.0,0,0,0,1,1,0,1,1,11.4,3.0,1.0,2.0,927.0,141.0,0,1,1,1,1,-37.7342,145.0658,3540.0,58.0,2016,9,17,5,1,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,3,1210000.0,0,0,0,1,0,1,0,1,12.3,3.0,1.0,2.0,700.0,115.0,0,1,0,0,0,-37.9125,145.11844,2547.0,58.0,2017,6,24,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,4,1400000.0,0,0,1,0,1,0,1,0,6.2,4.0,2.0,1.0,375.0,200.0,0,0,0,1,0,-37.76261,144.93249,6232.0,88.0,2017,7,29,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,0,0,1,500000.0,0,0,0,0,1,0,0,1,13.7,1.0,1.0,1.0,0.0,125.0,0,1,1,0,0,-37.9414,145.0016,5454.0,48.0,2016,9,24,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,0,2,610000.0,0,0,0,0,0,0,1,0,5.6,2.0,1.0,1.0,745.0,72.0,0,0,1,1,1,-37.8024,145.0346,10331.0,50.0,2017,4,3,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,0,3,910000.0,0,0,0,1,1,1,0,1,6.5,3.0,2.0,1.0,0.0,125.0,0,0,1,0,0,-37.7551,145.0108,8870.0,48.0,2016,7,11,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,1,0,1,3,1300000.0,0,0,0,0,1,1,0,0,13.9,3.0,1.0,2.0,657.0,125.0,0,1,1,1,0,-37.7946,145.1375,9028.0,48.0,2017,11,3,4,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,3,1286000.0,0,0,1,0,1,1,1,0,13.0,3.0,1.0,2.0,614.0,125.0,0,1,0,0,1,-37.9317,145.0427,6795.0,48.0,2017,5,20,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,0,0,1,442000.0,0,0,0,0,1,1,0,0,9.4,1.0,1.0,0.0,290.0,125.0,0,1,1,1,1,-37.7434,145.0468,2674.0,48.0,2017,5,20,5,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,1,3,925000.0,0,0,1,0,1,0,1,1,12.0,3.0,1.0,2.0,676.0,125.0,0,0,1,0,0,-37.72167,145.01706,21650.0,78.0,2017,8,7,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,2,660000.0,0,0,0,1,0,0,1,1,6.3,2.0,1.0,1.0,0.0,125.0,0,0,1,1,0,-37.8619,145.0257,4836.0,48.0,2017,4,3,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0,1,0,1,1,3,800000.0,0,1,0,0,0,1,0,1,17.5,3.0,1.0,2.0,602.0,125.0,0,1,1,0,1,-37.94146,145.11121,4734.0,48.0,2017,9,23,5,1,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,1,1,0,3,1910000.0,0,0,0,0,0,1,0,0,4.1,3.0,1.0,3.0,217.0,125.0,0,0,0,1,1,-37.8474,144.9582,2019.0,118.0,2016,8,28,6,1,0,0,0,0,0,0,0,1,0
0,1,0,1,0,0,1,1,1,4,670000.0,0,0,0,0,1,1,0,0,12.9,4.0,2.0,3.0,213.0,156.0,0,1,1,0,1,-37.68247,144.88446000000005,3285.0,48.0,2017,3,9,3,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,0,1,1,451000.0,0,0,0,0,1,0,0,1,5.0,1.0,1.0,1.0,0.0,125.0,0,0,0,1,1,-37.85705,144.98699,13240.0,48.0,2017,3,6,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,0,1,1,3,408500.0,0,0,1,0,1,1,1,1,14.0,3.0,1.0,2.0,584.0,125.0,1,0,0,1,1,-37.67159,144.94522,2246.0,48.0,2017,6,24,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,1,0,0,3,1715000.0,0,0,0,1,0,1,0,1,13.7,3.0,1.0,2.0,765.0,125.0,0,1,1,0,0,-37.9358,145.018,5454.0,48.0,2017,4,3,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,1,4,3310000.0,0,0,0,1,0,1,1,0,7.5,4.0,2.0,3.0,762.0,125.0,0,0,1,1,1,-37.8395,145.0529,6482.0,48.0,2017,3,18,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,4,605000.0,0,0,0,0,1,0,1,0,9.9,4.0,2.0,1.0,215.0,157.0,0,1,1,0,1,-37.7247,144.9257,7485.0,28.0,2016,6,8,2,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,1,0,1,0,4,1280000.0,0,0,1,0,1,1,1,1,8.4,4.0,2.0,1.0,458.0,153.0,0,0,1,0,1,-37.8427,144.879,5498.0,88.0,2016,7,16,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,1,1,3,746000.0,0,0,0,0,1,1,0,0,11.2,3.0,1.0,1.0,256.0,125.0,0,0,0,1,0,-37.741,144.8901,2291.0,48.0,2016,11,27,6,0,0,1,0,0,0,0,0,0,1
0,0,0,1,1,1,1,0,0,3,745000.0,0,0,0,0,1,1,0,0,12.8,3.0,2.0,1.0,224.0,125.0,0,0,0,1,0,-37.7426,144.868,5629.0,48.0,2017,5,20,5,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,1,1,3,725000.0,1,0,0,0,0,0,0,1,12.6,3.0,1.0,3.0,534.0,125.0,1,0,0,1,0,-37.7801,144.8412,3755.0,48.0,2016,7,11,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,0,0,3,967500.0,0,0,0,0,1,0,0,1,9.2,3.0,2.0,1.0,233.0,125.0,0,0,1,1,1,-37.8515,145.0938,10412.0,48.0,2016,7,11,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,1,305000.0,0,0,1,0,1,1,1,0,11.4,1.0,1.0,1.0,0.0,46.0,0,1,0,0,1,-37.8858,145.0632,7822.0,58.0,2017,8,4,4,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,0,4,1750000.0,0,0,0,0,0,0,1,1,11.2,4.0,2.0,3.0,817.0,125.0,0,0,1,1,1,-37.8312,145.0928,5457.0,48.0,2017,3,18,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,1,2,418000.0,0,0,0,1,0,0,1,1,5.5,2.0,1.0,1.0,1882.0,125.0,0,0,1,0,0,-37.768,144.9895,11364.0,48.0,2016,7,5,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1,1,0,0,1,0,3,390000.0,0,0,0,0,0,0,1,0,13.6,3.0,2.0,1.0,158.0,136.0,0,1,1,0,1,-37.7091,144.8958,1071.0,13.0,2016,4,23,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,1,0,3,1540000.0,0,0,0,0,1,0,0,1,3.3,3.0,2.0,1.0,149.0,140.0,0,0,1,1,0,-37.8448,144.9882,14887.0,15.0,2016,5,28,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,1,3,767500.0,0,0,0,1,1,1,1,1,6.4,3.0,2.0,0.0,458.0,98.0,0,1,0,1,1,-37.7942,144.8832,7570.0,88.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,1,1,0,0,3,520000.0,1,0,0,0,1,1,1,0,18.4,3.0,1.0,0.0,609.0,109.0,1,1,0,1,0,-37.86991,144.68607,13830.0,32.0,2017,7,22,5,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,1,3,780000.0,0,0,0,1,1,1,0,0,26.0,3.0,2.0,1.0,862.0,162.0,0,1,1,0,1,-37.80212,145.33016999999995,4654.0,32.0,2017,8,19,5,1,0,0,1,0,0,0,0,0,0
0,0,1,1,1,0,0,1,1,4,1600000.0,0,0,0,1,0,0,1,1,1.8,4.0,2.0,1.0,635.0,125.0,1,0,0,0,0,-37.7988,144.97,6786.0,48.0,2016,5,14,5,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,1,1,0,4,1050000.0,0,0,1,0,1,1,0,1,21.1,4.0,2.0,2.0,1529.0,125.0,0,1,1,1,0,-37.74113,145.22308999999996,2003.0,48.0,2017,5,27,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,1,2,910000.0,1,0,0,0,0,0,0,0,11.2,2.0,1.0,1.0,718.0,125.0,0,1,1,0,1,-37.71389,144.92158999999995,8870.0,48.0,2017,9,23,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,1,0,2,540000.0,0,0,0,0,0,1,0,1,2.6,2.0,2.0,1.0,656.0,125.0,0,0,0,0,1,-37.8195,145.0103,14949.0,48.0,2016,3,9,2,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,1,330000.0,0,0,1,0,1,0,1,1,11.4,1.0,1.0,1.0,0.0,46.0,0,1,0,0,1,-37.8944,145.0616,7822.0,58.0,2017,4,22,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,1,3,890000.0,0,0,0,1,0,1,0,1,14.6,3.0,1.0,1.0,698.0,114.0,1,0,0,0,1,-37.9369,145.0578,2555.0,58.0,2016,7,26,1,1,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,1,1,1,4,515000.0,0,0,1,1,1,0,1,1,17.4,4.0,3.0,0.0,653.0,122.0,1,0,0,1,1,-37.65155,144.91912,4704.0,33.0,2017,7,15,5,1,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,1,1,1,3,755000.0,0,1,1,1,1,1,1,1,12.9,3.0,1.0,1.0,935.0,130.0,1,0,0,1,1,-37.69744,144.89073,3285.0,43.0,2017,5,27,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,0,0,0,3,850000.0,0,0,1,0,1,1,0,1,10.6,3.0,2.0,2.0,285.0,125.0,0,1,1,1,1,-37.7491,145.0702,2890.0,8.0,2016,9,24,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,5,2800000.0,0,0,0,0,1,0,0,1,9.7,5.0,2.0,2.0,1173.0,0.0,0,1,1,0,1,-37.80385,145.09094,7809.0,58.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,3,1285000.0,0,0,0,1,0,0,1,1,2.6,4.0,2.0,1.0,133.0,125.0,0,0,0,0,1,-37.8246,145.0012,14949.0,48.0,2016,7,16,5,1,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,2,630000.0,1,1,0,1,1,1,1,1,16.1,2.0,1.0,1.0,196.0,100.0,0,1,1,1,0,-37.80103,145.17844,4790.0,18.0,2017,8,7,0,0,1,0,1,0,0,0,0,0,0
0,1,1,1,1,1,0,0,1,4,1120000.0,0,0,1,0,1,0,0,1,22.2,4.0,2.0,2.0,960.0,179.0,1,0,1,0,0,-37.88992,145.22123,2206.0,33.0,2017,7,22,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,2,592000.0,0,0,1,0,1,1,0,0,13.8,2.0,1.0,1.0,121.0,125.0,0,1,0,0,1,-37.91051,145.07138999999995,10969.0,48.0,2017,7,29,5,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,1,0,0,0,2,676000.0,0,0,1,0,1,1,0,1,15.4,2.0,1.0,1.0,149.0,84.0,0,1,0,1,0,-37.8231,145.17911,4973.0,48.0,2017,8,7,0,0,0,1,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,3,950000.0,0,0,1,0,1,0,1,1,8.8,3.0,1.0,2.0,563.0,180.0,0,0,1,0,0,-37.7318,145.0192,14577.0,100.0,2016,4,6,2,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,3,935000.0,0,0,0,1,1,1,1,1,8.2,3.0,2.0,3.0,466.0,125.0,0,1,0,1,1,-37.8019,144.8663,5058.0,78.0,2016,11,27,6,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,3,585000.0,0,0,0,0,1,1,0,0,10.8,3.0,2.0,2.0,631.0,125.0,0,1,0,1,1,-37.7934,144.8467,3589.0,48.0,2016,5,14,5,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,3,580000.0,0,1,0,1,0,0,0,0,10.5,3.0,2.0,2.0,175.0,110.0,1,0,0,1,0,-37.77856,144.82443,2185.0,4.0,2017,7,29,5,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,3,1116000.0,0,0,0,1,0,0,1,1,11.4,3.0,1.0,2.0,278.0,125.0,0,1,0,0,1,-37.91928,145.03381000000005,6795.0,88.0,2017,6,17,5,1,0,0,0,0,0,0,0,1,0
0,1,0,1,0,1,1,0,0,3,620000.0,0,0,0,0,1,1,0,0,15.5,3.0,1.0,4.0,650.0,100.0,1,0,0,1,0,-37.71575,144.80598,3656.0,33.0,2017,8,7,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,1,0,3,825000.0,0,1,1,0,1,0,1,0,7.8,2.0,1.0,1.0,374.0,118.0,0,1,1,0,1,-37.7561,144.9715,11204.0,108.0,2016,8,10,2,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,3,995000.0,0,0,0,0,0,0,1,0,5.9,3.0,2.0,1.0,314.0,177.0,0,0,0,1,0,-37.7778,144.9042,6567.0,8.0,2016,7,26,1,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,1,0,0,4,1025000.0,0,0,0,0,0,0,1,0,12.7,4.0,2.0,2.0,585.0,212.0,0,1,1,0,1,-37.73022,145.08361000000005,1369.0,4.0,2017,8,19,5,1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,0,1,1,1,6,931000.0,0,0,1,1,1,0,0,0,15.3,6.0,3.0,3.0,646.0,125.0,0,1,1,0,1,-37.67522,145.01554,7955.0,48.0,2017,9,9,5,1,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,1,0,0,2,1005000.0,0,0,0,1,1,1,0,0,7.2,2.0,2.0,2.0,290.0,125.0,0,0,0,1,1,-37.87726,144.99336,821.0,48.0,2017,6,24,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,0,1,3,1740000.0,0,0,0,0,0,0,1,0,9.0,3.0,1.0,2.0,792.0,125.0,0,1,1,1,1,-37.774,145.0654,1554.0,48.0,2017,5,20,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,1,0,1,1,2,600000.0,0,0,0,0,0,0,1,1,5.8,2.0,1.0,2.0,0.0,75.0,0,0,1,0,0,-37.7732,145.0193,2970.0,48.0,2016,11,27,6,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,3,1130000.0,0,0,0,0,0,0,1,1,6.5,3.0,1.0,1.0,381.0,125.0,0,0,1,0,0,-37.7575,145.0128,8870.0,48.0,2017,5,20,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,0,1,3,1070000.0,0,0,1,0,0,0,0,1,7.0,3.0,2.0,2.0,257.0,125.0,0,1,0,1,1,-37.813,144.8703,6543.0,6.0,2017,5,13,5,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,1,5,2810000.0,0,0,0,0,0,0,1,1,9.7,5.0,3.0,4.0,1468.0,125.0,0,0,1,1,1,-37.8131,145.1,5682.0,48.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,0,1,2,693000.0,0,1,0,1,1,1,0,0,7.8,2.0,1.0,1.0,84.0,125.0,0,0,1,1,1,-37.832,145.0599,8920.0,48.0,2016,7,16,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,1,3,751800.0,0,0,0,0,0,0,1,1,13.9,3.0,1.0,2.0,109.0,120.0,0,1,1,1,0,-37.7749,145.1138,9028.0,17.0,2016,11,27,6,0,0,1,1,0,0,0,0,0,0
0,1,0,0,1,1,0,1,1,3,660000.0,1,0,0,0,1,1,1,0,20.6,3.0,2.0,3.0,618.0,225.5,1,0,0,1,1,-37.59715,144.89656000000005,15510.0,4.0,2017,1,7,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,3,1715000.0,0,0,1,0,1,0,0,1,10.2,3.0,1.0,2.0,438.0,151.0,0,1,1,0,1,-37.83015,145.09035,5457.0,112.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,2,420000.0,0,0,1,1,0,0,0,1,8.7,2.0,1.0,1.0,0.0,68.0,0,1,0,1,1,-37.7678,144.8899,4918.0,48.0,2017,2,25,5,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,1,1,1,1,2,360000.0,0,1,0,0,1,1,1,1,6.4,2.0,1.0,1.0,0.0,125.0,0,1,0,1,1,-37.8012,144.8964,7570.0,48.0,2017,2,25,5,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,1,4,2385000.0,0,0,0,0,1,0,0,1,7.7,4.0,2.0,2.0,671.0,125.0,0,1,1,0,1,-37.8296,145.06441999999996,8920.0,104.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,4,1186000.0,0,0,0,0,0,0,1,0,11.2,4.0,1.0,2.0,895.0,188.0,0,0,1,0,0,-37.7285,144.9964,21650.0,78.0,2016,5,28,5,1,0,0,0,0,1,0,0,0,0
0,1,0,1,1,1,0,1,1,3,520000.0,1,0,0,0,1,1,1,0,14.7,3.0,2.0,2.0,312.0,185.0,1,1,0,1,0,-37.89273,144.72558999999995,15542.0,4.0,2017,12,8,4,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,0,1,2,526000.0,0,0,0,0,0,0,1,0,4.2,2.0,0.0,0.0,0.0,125.0,1,0,0,0,0,-37.7919,144.9253,5263.0,48.0,2016,8,22,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,1,4,830000.0,0,0,1,0,0,0,1,0,8.0,4.0,1.0,2.0,0.0,125.0,0,0,1,0,1,-37.8519,144.8968,6380.0,48.0,2016,9,24,5,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0,1,1,0,1,3,872500.0,0,0,1,0,0,0,0,1,7.0,3.0,1.0,2.0,189.0,85.0,0,1,0,1,1,-37.8145,144.8808,6543.0,98.0,2017,4,29,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,3,1134000.0,0,0,0,0,1,1,0,0,8.0,3.0,1.0,1.0,551.0,114.0,0,0,0,1,0,-37.7571,144.9335,9264.0,68.0,2016,9,17,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,2,770000.0,0,0,0,1,1,1,1,1,9.2,2.0,1.0,1.0,329.0,125.0,0,1,0,1,1,-37.7887,144.8788,3873.0,63.0,2017,2,25,5,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,1,2,1225000.0,0,0,1,0,1,1,1,0,12.3,2.0,1.0,2.0,567.0,125.0,0,1,0,0,0,-37.90193,145.10107,3224.0,78.0,2017,5,27,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,1355000.0,0,0,0,1,0,1,0,1,13.9,0.0,1.0,2.0,818.0,125.0,0,1,0,0,1,-37.9241,145.0539,10969.0,48.0,2016,8,10,2,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,2,750000.0,0,0,0,0,0,0,1,1,1.6,2.0,1.0,1.0,115.0,125.0,0,0,0,0,1,-37.7968,144.9891,4553.0,48.0,2016,3,9,2,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,4,2070000.0,0,0,0,0,0,0,1,1,7.0,4.0,3.0,2.0,530.0,251.0,0,0,1,0,0,-37.76281,145.01986000000005,8870.0,2.0,2017,1,7,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,3,1850000.0,0,0,0,0,0,1,0,0,3.3,3.0,2.0,0.0,128.0,133.0,0,0,0,1,1,-37.8452,144.9488,3280.0,128.0,2017,4,3,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,1,3,620000.0,0,0,0,1,1,0,1,1,11.4,3.0,1.0,0.0,454.0,134.0,0,1,1,1,1,-37.7449,145.072,3540.0,78.0,2016,10,12,2,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,2,692000.0,0,0,0,0,0,0,1,1,5.2,2.0,1.0,1.0,0.0,125.0,0,1,1,0,1,-37.77742,144.95666,11918.0,48.0,2017,1,7,5,0,0,1,0,0,1,0,0,0,0
0,1,0,1,0,0,1,0,0,2,566000.0,1,0,0,0,1,0,0,1,18.0,2.0,1.0,1.0,845.0,125.0,0,1,1,0,1,-37.71513,145.15323999999995,6990.0,48.0,2017,9,9,5,0,0,1,1,0,0,0,0,0,0
0,0,0,1,0,1,1,1,1,2,858000.0,0,0,1,0,0,0,0,1,6.4,2.0,1.0,1.0,313.0,93.0,0,1,0,1,1,-37.7966,144.9016,7570.0,103.0,2016,5,22,6,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,840000.0,0,0,0,1,0,1,0,1,13.9,3.0,2.0,2.0,697.0,125.0,0,1,0,0,1,-37.9092,145.0813,10969.0,48.0,2016,10,12,2,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,2,915000.0,1,0,0,1,1,1,0,0,9.9,2.0,1.0,3.0,629.0,125.0,0,1,1,0,1,-37.7312,144.9399,7485.0,43.0,2016,3,12,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,4,2123000.0,0,0,0,0,0,0,1,1,11.2,4.0,3.0,2.0,412.0,254.0,0,0,1,1,0,-37.8707,145.0482,8801.0,88.0,2016,12,11,6,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,1,3,895000.0,0,0,1,0,0,0,1,1,6.4,3.0,1.0,2.0,272.0,106.0,0,1,0,1,1,-37.7977,144.904,7570.0,98.0,2017,4,29,5,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,0,1,1,0,2,525000.0,0,0,0,1,0,0,1,1,27.0,2.0,1.0,1.0,506.0,125.0,1,0,0,0,1,-38.05304,145.1151,3906.0,7.0,2017,3,6,0,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,5,2100000.0,0,0,0,0,0,0,1,1,9.2,5.0,3.0,2.0,696.0,125.0,0,0,1,1,1,-37.8478,145.0566,10412.0,29.0,2016,11,27,6,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,5,1060000.0,0,0,0,0,0,0,1,0,8.4,5.0,2.0,2.0,559.0,192.0,0,0,1,0,0,-37.73645,144.98715,14577.0,78.0,2017,5,27,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,1,1,4,2000000.0,0,0,0,0,1,0,0,1,7.3,4.0,1.0,1.0,704.0,125.0,0,1,1,0,1,-37.79349000000001,145.04611,2671.0,48.0,2017,9,9,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,1,3,1100000.0,0,0,1,0,1,1,0,1,8.9,3.0,2.0,2.0,468.0,212.0,0,1,1,1,1,-37.74088,145.06285,3540.0,33.0,2017,5,27,5,1,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,3,613000.0,0,0,1,1,0,1,1,1,10.5,3.0,1.0,2.0,465.0,125.0,1,0,0,1,0,-37.78141,144.82461999999995,2185.0,48.0,2017,7,29,5,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,1,1,4,632000.0,0,0,1,0,1,0,1,1,20.6,4.0,2.0,2.0,448.0,125.0,0,1,1,0,1,-37.57565,144.91365,15510.0,48.0,2017,8,19,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,2,450000.0,0,0,0,0,1,1,0,0,13.5,2.0,1.0,1.0,110.0,90.0,0,0,0,1,0,-37.7216,144.871,3464.0,3.0,2016,7,5,1,0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,1,0,3,645000.0,0,0,0,1,1,1,1,1,14.0,3.0,1.0,0.0,539.0,138.0,0,1,1,0,1,-37.74845,144.8144,14042.0,58.0,2017,3,9,3,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,1,0,3,925000.0,0,0,1,1,0,0,1,1,9.7,3.0,3.0,1.0,555.0,293.0,0,0,0,1,0,-37.7345,144.9228,3284.0,48.0,2017,8,4,4,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,0,0,4,986000.0,0,0,0,0,0,0,1,0,11.7,4.0,1.0,2.0,615.0,176.0,0,1,1,0,1,-37.74127,144.86648,5629.0,54.0,2017,8,19,5,1,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,1,3,1257000.0,0,0,1,0,1,0,1,0,16.0,3.0,1.0,2.0,572.0,125.0,0,1,1,0,0,-37.9526,145.04207,4794.0,48.0,2017,7,29,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,1,2,532000.0,0,0,0,0,1,0,0,1,7.5,2.0,1.0,1.0,0.0,125.0,0,0,1,1,1,-37.8244,145.0517,6482.0,48.0,2017,4,29,5,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,0,1,0,3,645000.0,0,0,0,1,0,0,1,0,14.0,3.0,1.0,1.0,690.0,125.0,0,1,1,0,1,-37.74295,144.81009,14042.0,48.0,2017,9,23,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,2,330000.0,0,0,0,0,0,0,1,1,6.9,3.0,1.0,1.0,0.0,54.0,0,0,0,1,0,-37.7654,144.9094,6232.0,48.0,2016,5,22,6,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,1,1,1,1,3,820000.0,0,0,0,1,1,1,1,1,6.4,3.0,2.0,1.0,122.0,125.0,0,1,0,1,1,-37.8021,144.8976,7570.0,48.0,2017,3,18,5,0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,1,1,0,1,3,427000.0,0,0,0,0,0,1,0,0,14.7,3.0,1.0,2.0,637.0,125.0,1,1,0,1,0,-37.91165,144.67241,16166.0,48.0,2017,1,7,5,1,0,0,0,0,0,0,0,0,1
