Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan
0,0,0,0,1,0,1,1,1,1.1177588627134127,0,0,0,0,1,1,0,0,0.4347145745655873,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.3775873809333178,1.449866991765549,0,1,1,1,0,0.46756371984639405,0.9362707796101295,-0.679240218105893,-0.29019337354641833,2016,9,24,5,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,1,0,1,1,-2.025789195029481,1,0,0,1,0,1,1,1,-1.8584019714873368,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-0.7189338762504226,-1.5039019197192212,1,0,0,0,0,-0.30523232144715706,-0.2712235072662089,0.21882851160254138,-1.4867525092857494,2017,3,6,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0,0,0,1,0,1.1177588627134127,0,0,1,0,1,1,1,1,2.252680845310248,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.04863100377819566,-2.4395678482019743,0,1,1,0,1,2.6834013661841403,-0.6355527875130009,-0.36926904685703793,-1.1448784705030832,2017,3,9,3,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,1,1,1,0.06990951013244814,1,0,0,0,0,1,1,0,-0.040435700742676293,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.4419862484187121,-0.14626900388150071,0,1,1,1,1,0.7485049741131786,0.5117893789247846,-1.5246161396936793,-0.1192563541550853,2017,6,5,0,1,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0.06990951013244814,0,0,0,1,0,0,1,1,0.8685474346296539,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.5968916323700659,0.7343577523375612,0,1,1,1,0,0.37483926646766674,1.1153812242896302,0.36270278768848446,-0.1192563541550853,2017,4,3,0,1,0,0,1,0,0,0,0,0,0
0,1,1,0,0,1,0,1,0,1.1177588627134127,0,0,0,1,0,0,1,0,1.5502847861589013,1.1303190904378202,0.6853631506001456,0.4212155869318536,-0.8285860019687967,1.35813503799273,0,1,0,1,0,-0.35422404756069154,2.155774784164088,-0.7477408686627353,-1.418377701529216,2017,3,6,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,1.1177588627134127,0,0,0,0,0,0,1,1,-0.10241182360897168,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.4158785994381468,-0.14626900388150071,0,0,1,1,1,0.19077430677561175,0.9021052034574468,0.0834309046490504,0.9405531660711793,2016,10,12,2,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,1,1,0,1.1177588627134127,0,0,0,0,1,1,0,0,1.4056738328042127,1.1303190904378202,0.6853631506001456,2.524208786605323,0.46635338746723964,-0.14626900388150071,1,0,0,1,1,1.7518665964945803,-1.210776851466307,-1.1388131445842398,-0.1192563541550853,2017,8,7,0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,-0.9779398424485164,0,0,0,1,0,0,1,1,-0.49492726842884144,-0.9418672087739155,0.6853631506001456,-0.630281012904881,0.3967329901857323,-0.14626900388150071,0,1,1,0,1,-0.6766837137880886,0.5279403785607426,0.6797760330753398,-0.1192563541550853,2017,9,9,5,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0.06990951013244814,0,1,0,1,0,0,0,0,0.7859126041412602,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.43502420869056135,0.20231242045521128,1,0,0,1,0,0.24336429525902792,-1.9522733860293553,-0.1562068227170267,0.017493261357981103,2016,7,11,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,1,0,-0.9779398424485164,0,0,0,0,0,0,1,0,-0.3709750226962508,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.5953576710757471,-0.23800095765431967,0,1,1,1,1,0.6903791973682623,0.39479816361387815,-0.434333209927751,-1.5551273170422826,2016,8,28,6,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,1,-0.9779398424485164,0,0,1,0,1,0,0,1,-0.39163373031834936,-0.9418672087739155,-0.7718264695993994,0.4212155869318536,-0.1323820291537234,-0.14626900388150071,0,0,1,1,1,-0.4320018726335748,0.7281713612255006,0.33796007778835413,-0.1192563541550853,2017,2,25,5,1,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,1,1,0,0.06990951013244814,0,1,0,0,0,1,0,1,3.0996878578162823,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.09388426201117543,-0.09122983161780936,1,0,1,1,1,-2.103256348754657,2.330226286640937,0.2009587766746695,-0.1192563541550853,2017,3,6,0,1,0,0,0,0,0,0,1,0,0
0,1,0,1,1,1,1,1,0,0.06990951013244814,0,0,1,0,1,0,1,1,2.8517833663511016,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.18111630725077854,-0.14626900388150071,1,0,1,0,0,-1.5011009806192959,2.831217871499048,0.967295486081484,-0.1192563541550853,2017,3,6,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,1,-0.9779398424485164,0,1,0,1,1,1,1,0,-0.39163373031834936,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,1,1,-0.38217977828085953,0.6588048884306243,0.33796007778835413,-0.1192563541550853,2016,11,27,6,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,1,1,0,0,2.165608215294377,0,0,0,1,0,1,0,1,0.3520797440771936,2.166412240043688,2.142552770799691,-0.630281012904881,0.15306159970045666,-0.14626900388150071,0,1,0,0,1,-1.2125480174930099,0.5469902755669781,0.08640919380369572,1.2482398009755786,2016,11,19,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,1,0,-2.025789195029481,0,0,0,1,0,0,1,1,0.4347145745655873,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-1.6323266550011677,0,1,0,0,1,-1.2942008943489334,0.4714118798353307,-0.8858876656051295,-1.4867525092857494,2016,7,26,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-0.9779398424485164,0,0,0,1,0,0,1,1,0.3107623288329966,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.6232058299883501,-0.14626900388150071,0,1,1,0,0,-1.2070122292316081,0.01587086446554158,0.7180355937542451,-0.29019337354641833,2017,5,20,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,1,0,0,-0.9779398424485164,0,0,0,0,0,0,0,1,-1.672473602888451,-0.9418672087739155,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,0,0,1,0.06345117676307349,-0.11250887622939623,-0.6625159790067308,-0.1192563541550853,2016,5,14,5,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,0,2.165608215294377,0,0,0,1,0,1,1,1,-0.14372923885316835,2.166412240043688,5.056932011198781,2.524208786605323,2.7899341467375467,6.078661379141994,0,0,1,1,1,-0.13583720064788588,0.7613016168886724,-0.9575957044823592,2.9576099948889087,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,1,0,1,0,0,1,0,0,0.06990951013244814,0,1,0,1,1,0,0,0,1.7155544471356887,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.958917698233904,-0.14626900388150071,1,1,0,0,0,1.3120482191252076,1.5023840232560928,-0.10420131209360463,-0.1192563541550853,2017,12,8,4,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1.1177588627134127,0,0,0,0,0,0,1,1,-0.49492726842884144,1.1303190904378202,-0.7718264695993994,1.4727121867685884,0.2714162750790191,-0.14626900388150071,0,0,1,1,0,-0.7218003881187794,0.5266979939732708,0.6797760330753398,-0.1192563541550853,2017,6,17,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,0,0.06990951013244814,0,0,1,0,1,1,1,0,-0.6601969294056287,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.2037429363672684,-0.14626900388150071,0,0,1,0,0,0.7332815563942743,-0.044177723924030854,0.3265051195012567,-0.1192563541550853,2017,5,13,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,0,0,0,-0.9779398424485164,0,0,1,1,0,0,0,1,-0.577562098917235,-0.9418672087739155,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-1.2837452306644557,0,0,0,1,0,0.5616721202904227,-0.7854671943894124,-0.27785847972600086,-1.6576895286770823,2017,8,4,4,0,0,1,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,1,-0.9779398424485164,0,0,1,1,0,1,0,0,0.3107623288329966,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,0,0,1.4543179774434918,0.1877340657187602,3.2543924576833465,-0.1192563541550853,2016,11,19,5,0,0,1,0,0,1,0,0,0,0
0,1,0,1,1,0,1,1,0,-0.9779398424485164,0,0,1,0,1,0,1,1,2.438609213909133,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,0.40543553984592073,-0.14626900388150071,1,0,0,0,1,-2.663062936690225,1.0071902331394191,-0.8693925256717093,-0.1192563541550853,2017,6,24,5,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,-0.9779398424485164,0,0,0,1,0,0,1,1,-0.10241182360897168,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,1,1,0.16586325959920495,0.8793281526890897,0.0834309046490504,0.5644917234102467,2016,11,27,6,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,1,0.06990951013244814,0,0,0,0,0,0,1,0,-1.279958158068581,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.5205157439981267,-0.14626900388150071,0,0,0,0,1,0.31809743678815,-0.025541955113423158,-0.2751092897370975,-0.1192563541550853,2017,4,3,0,1,0,0,0,0,1,0,0,0,0
0,1,0,1,0,0,1,1,0,0.06990951013244814,0,0,0,1,1,1,0,0,1.17842804896113,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.3795344395030744,2.2938009664754833,0,1,0,1,0,-0.3852244618246207,1.7840947284420337,-0.701004638851378,-0.1192563541550853,2017,3,6,0,0,0,1,1,0,0,0,0,0,0
0,0,1,1,1,1,1,1,0,-2.025789195029481,0,0,1,0,1,1,1,0,0.3520797440771936,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,2.7029086501356625,-1.4488627474555298,0,1,0,0,1,-1.2918481843377738,0.47596728998841364,-0.8858876656051295,-1.4525651054074826,2017,12,8,4,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,1,1,0,0.06990951013244814,0,0,0,1,1,0,0,0,-1.1560059123359907,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.5657690022311065,0.5875866263010509,0,0,0,1,1,-0.5385657966658068,-0.37755092153565334,-1.2430532649968258,2.9576099948889087,2016,6,27,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,0,0,1,-2.025789195029481,0,0,0,0,0,1,0,0,-1.6104974800221556,-1.9779603583797833,-0.7718264695993994,-1.6817776127416157,-0.7119718365222719,-1.1186277138733816,0,1,1,0,1,-0.3628045193658546,-0.4201025936531095,-0.3440681386254237,2.2738619173235763,2017,9,16,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,0.06990951013244814,0,0,0,0,1,1,0,0,0.3107623288329966,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.2017958777975118,-0.8984710248186161,0,0,1,0,0,1.1083312111050876,0.4072220094877147,3.2543924576833465,0.22261768462758072,2016,8,13,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,1,0.06990951013244814,0,0,1,0,0,1,0,0,0.8478887270075556,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.4717814659010716,-0.3664256929362662,0,0,1,0,1,-0.8347304686514957,-1.8725537083396644,-0.491149803031754,-1.3841902976509495,2016,4,23,5,0,0,1,0,0,0,0,0,0,1
0,0,1,1,0,1,1,0,1,-0.9779398424485164,0,0,0,1,1,0,0,1,-0.5569033912951367,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.47874350562922235,-0.14626900388150071,0,1,0,1,1,-0.15936430075889302,-1.1623238525587272,-0.20660863918025518,-0.1192563541550853,2016,8,28,6,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,1,1,0,1.1177588627134127,0,0,0,1,0,1,1,0,-0.8461252980045144,1.1303190904378202,0.6853631506001456,-0.630281012904881,0.3671443213410917,0.8627824876195077,0,0,1,1,1,-0.02096959422355102,0.5904737361249647,0.6612190006502421,0.39355470401891374,2016,9,17,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,1,1,-0.9779398424485164,0,0,0,1,0,0,1,1,-1.0527123742254987,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,0,1,1,0,-0.6730854514182069,0.07105344655479531,0.06235378140079123,-0.1192563541550853,2017,5,27,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,-0.9779398424485164,0,0,0,0,1,0,0,1,-0.4742685608067429,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.4247876977360542,-0.6966607265184144,0,0,1,1,0,-0.8374983627821967,0.43621098319254864,-0.6345658807862131,-1.17906587438135,2016,11,27,6,1,0,0,0,0,0,0,0,1,0
0,1,1,0,1,1,0,1,1,0.06990951013244814,0,0,1,1,1,0,1,0,2.3972917986649365,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.4158785994381468,-0.14626900388150071,0,1,1,0,1,-0.26274514654078457,2.415122566778477,-0.8364022458048689,-0.1192563541550853,2017,8,19,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0.06990951013244814,0,0,0,1,0,0,1,1,0.8478887270075556,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.27837831480716985,-0.14626900388150071,0,1,0,0,1,-1.6129239034998695,0.6692616253747139,0.8073842683936046,0.2909924923841139,2017,6,17,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,1,1,1,0.06990951013244814,0,1,1,1,0,0,1,0,-0.24702277696366043,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.6406109293087269,0.1656196389460837,0,1,0,0,1,-1.0796890992190697,0.05728368404450632,-0.5834767668257589,-1.1448784705030832,2016,11,19,5,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,0.06990951013244814,0,0,0,1,0,0,1,1,0.8272300193854569,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.27162282371673807,-0.14626900388150071,0,1,1,0,0,-1.7758144730919787,0.2602064999824634,-0.45609763067323605,-0.1192563541550853,2016,6,18,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,0,0,-0.9779398424485164,0,0,1,0,0,0,0,0,-0.39163373031834936,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.4456738169205064,1.5782917270474954,0,1,0,1,1,0.017780923606360476,-1.2182311589905501,-1.2913931889683767,2.6157359561062425,2016,9,17,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,1,0.06990951013244814,0,0,0,0,1,0,0,1,0.3107623288329966,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-0.14626900388150071,0,1,1,0,0,-1.3966129771850648,0.04796579963920247,0.7180355937542451,-0.1192563541550853,2016,8,22,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,1,1,1,0,-0.9779398424485164,0,1,0,1,0,0,0,1,1.4056738328042127,-0.9418672087739155,0.6853631506001456,0.4212155869318536,-0.090609790784819,-0.14626900388150071,0,1,1,0,1,1.7852197207695708,-1.2488766454790723,-1.1388131445842398,-0.1192563541550853,2017,9,23,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,1,1.1177588627134127,0,1,0,1,0,0,0,0,-0.680855637027727,0.09422594083195236,2.142552770799691,0.4212155869318536,0.06255508323449713,6.953784218134685,0,1,1,0,1,0.18288580850305014,-1.3701126747967087,-0.5468209003070472,1.5901138397582448,2017,9,16,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,1,1,0,0,0.06990951013244814,0,0,1,0,0,0,0,0,-0.39163373031834936,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.3499457706584338,0.22065881120977507,0,1,0,1,1,-0.05141642966126136,-1.1985600696904315,-1.2913931889683767,1.5901138397582448,2016,6,8,2,1,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0.06990951013244814,0,0,0,0,0,0,1,0,-0.3503163150741525,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.15132108976841896,-0.14626900388150071,0,0,0,1,0,0.6945310385643628,-0.8745047564844072,0.4167701908035841,-0.1192563541550853,2016,11,27,6,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,1,0.06990951013244814,0,0,0,0,0,1,1,0,-0.928760128492908,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.8285860019687967,1.1379783489379645,0,1,1,0,1,0.43988477853928637,-0.37444496006712064,1.0247993766827128,0.7354287428015798,2016,6,18,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,0.06990951013244814,0,0,0,0,0,0,1,1,-0.39163373031834936,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.3360216912021323,0.4958546725282319,0,0,1,1,1,-0.38909951360756273,0.7053943104568493,0.33796007778835413,-0.8030044317204174,2017,2,25,5,0,1,0,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,0,1.1177588627134127,0,0,1,0,0,1,0,0,-0.26768148458575874,1.1303190904378202,2.142552770799691,-0.630281012904881,-0.08886928085278131,1.8351411976113885,0,0,1,0,1,-0.5191905377508019,-1.2606792990590259,-0.44601726738059033,-1.6576895286770823,2016,5,14,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,1,1,1.1177588627134127,0,0,1,0,1,1,0,1,0.10417525261201245,1.1303190904378202,0.6853631506001456,-1.6817776127416157,-0.09757183051296973,-0.14626900388150071,0,1,0,1,0,-0.1355604112348256,1.2286452858378265,-1.2293073150523088,1.9319878785409108,2017,5,27,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,-0.9779398424485164,0,0,1,0,1,1,1,0,0.08351654498991411,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.5762120618233326,-0.14626900388150071,0,1,0,0,1,-1.1151181440921598,0.6955587658069371,0.08640919380369572,-1.4867525092857494,2017,7,29,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,1.1177588627134127,0,0,0,0,0,0,1,0,-0.577562098917235,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.1269539507198914,1.082939176674273,0,0,0,1,0,0.5326092319180137,-0.6922883503363738,-0.27785847972600086,1.2482398009755786,2016,5,14,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,0,1,-0.9779398424485164,0,0,0,0,0,0,1,1,-0.928760128492908,-0.9418672087739155,0.6853631506001456,-0.630281012904881,-0.8285860019687967,-0.6049287727455954,0,1,1,0,1,0.6419410500809466,-0.3278555380406014,1.0247993766827128,-1.2132532782596166,2016,8,13,5,0,1,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,0.06990951013244814,0,0,1,0,1,0,1,1,0.3107623288329966,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.10258681167136384,-0.8617782433094885,0,0,1,0,0,1.0820362168633795,0.29333675564534095,3.2543924576833465,0.5644917234102467,2016,3,12,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,1,0,0,1,0.06990951013244814,0,0,1,0,1,1,1,1,-0.5982208065393335,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.0555930435063464,-0.14626900388150071,0,1,1,0,1,-0.6167588058582313,-1.0571352908280685,-0.2439518031961926,-0.1192563541550853,2017,9,9,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,1,0,1.1177588627134127,0,0,0,0,0,0,1,1,-0.26768148458575874,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.24704913603049156,-0.14626900388150071,0,1,1,0,1,-0.28599545723873143,0.9127690044992031,-0.9575957044823592,-0.1192563541550853,2017,9,9,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,0,-0.9779398424485164,0,0,0,0,0,0,1,0,-1.569180064777959,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.01054633391108557,-1.247052449155328,0,0,0,0,1,0.15022465776075938,-0.19678396407246443,-0.3711018401829735,-1.3841902976509495,2017,6,24,5,0,0,1,0,0,1,0,0,0,0
0,0,1,0,0,1,0,0,0,2.165608215294377,0,0,0,0,0,0,1,0,-0.577562098917235,2.166412240043688,2.142552770799691,0.4212155869318536,0.29578341412754666,2.3488401387391744,0,0,0,1,0,0.6308694735580446,-0.915917576063372,-0.27785847972600086,1.4191768203669117,2016,10,15,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0.06990951013244814,0,0,1,0,1,1,0,1,0.4140558669434886,0.09422594083195236,-0.7718264695993994,0.4212155869318536,-0.2751038435808134,-0.549889600481904,0,1,0,1,0,-0.6409778795019383,1.196136222468832,-0.4047794175470398,0.22261768462758072,2016,7,11,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,1,0,0,1,0.06990951013244814,0,0,1,0,1,1,0,1,-0.39163373031834936,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.23333160521190902,-0.14626900388150071,0,0,1,1,1,-0.48735975524769193,0.7623369373781833,0.33796007778835413,-0.1192563541550853,2016,6,8,2,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,1.1177588627134127,0,0,0,0,0,1,1,1,-0.7015143446498255,1.1303190904378202,3.599742390999236,0.4212155869318536,0.645625910467121,2.7891535168487054,0,0,1,1,0,-0.7098984433565981,0.15532853439756925,-0.5976809151017596,1.0773027815842457,2017,6,17,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,1.1177588627134127,0,0,0,0,0,0,0,1,-1.4658865266674668,1.1303190904378202,-0.7718264695993994,-1.6817776127416157,-0.38649647923122515,-0.1646153946360645,0,0,0,0,1,-0.1662840360855962,-0.06281349273463854,1.7191989480465557,2.6157359561062425,2016,5,22,6,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,0,-2.025789195029481,0,0,0,0,0,0,1,1,-1.321275573312778,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-0.8285860019687967,-1.5772874827374763,0,0,1,1,0,-0.4928955435090938,-0.0566015697978674,1.704994799770555,-0.1192563541550853,2016,5,14,5,0,0,1,0,0,0,0,0,1,0
0,1,0,1,0,1,0,1,0,1.1177588627134127,0,0,0,0,1,1,0,0,1.7155544471356887,1.1303190904378202,2.142552770799691,0.4212155869318536,0.859708632107756,-0.14626900388150071,0,1,1,0,1,1.614302258198419,-2.58247296797366,-0.43272951576755736,-0.1192563541550853,2017,9,9,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,1,0.06990951013244814,0,0,0,1,1,1,1,1,0.7859126041412602,0.09422594083195236,0.6853631506001456,2.524208786605323,0.3845494206614685,-0.14626900388150071,1,0,0,1,0,0.2558198188472313,-2.0092160129506893,-0.1562068227170267,-0.1192563541550853,2016,6,18,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,0.06990951013244814,0,0,0,1,0,0,1,1,-0.08175311598687297,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.3880304405255439,-0.14626900388150071,0,1,0,0,1,-1.1834851291206008,0.4217164963402788,-0.5484245944672409,-0.1192563541550853,2016,5,22,6,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,1,0.06990951013244814,0,0,0,1,0,1,0,1,0.7032777736528665,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.3775873809333178,0.4591618910191043,0,1,0,1,0,-0.2050345539155077,1.3027742328849237,-0.6506028223881495,1.4191768203669117,2017,4,22,5,1,0,0,1,0,0,0,0,0,0
0,1,0,1,0,0,1,0,1,0.06990951013244814,0,0,0,1,0,0,1,1,2.0460937690892638,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.13391599044804214,-0.14626900388150071,0,1,1,0,1,2.090795232799702,0.31414669748424523,0.7975330042667008,-0.4611303929377513,2017,8,19,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,-2.025789195029481,0,0,0,0,0,0,1,1,-0.928760128492908,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,0.11128936133155226,-1.613980264246604,0,1,1,0,1,0.43573293734318574,-0.3982573313249886,1.0247993766827128,-0.1192563541550853,2016,7,26,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,0.06990951013244814,0,0,0,0,0,0,1,1,-0.928760128492908,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.4944080950175615,-0.23800095765431967,0,1,1,0,1,0.46756371984639405,-0.3330321404881559,1.0247993766827128,1.9319878785409108,2017,8,4,4,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0.06990951013244814,0,0,0,1,0,0,1,1,0.8685474346296539,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.23660607643826545,-0.14626900388150071,0,1,0,0,1,-1.4561227009952826,0.7871846291255622,0.8073842683936046,-0.1192563541550853,2017,4,29,5,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0,1,0,0,1,0.06990951013244814,0,1,1,1,1,1,1,1,0.6619603584086698,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.5255307251565209,-0.38477208369083,1,0,0,1,1,1.4514116886063098,-1.2024942875505142,-0.9504936303443587,0.22261768462758072,2017,7,22,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,1,1,-0.9779398424485164,0,0,0,0,0,1,1,1,-1.073371081847597,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.5239967638622022,-0.14626900388150071,0,0,1,1,0,-0.6769605032011489,0.10283778558151466,0.06235378140079123,-0.1192563541550853,2016,8,28,6,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,1,0,0.06990951013244814,0,0,1,1,0,0,1,1,-1.2179820352022859,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.436971267260318,0.36742993724628537,0,0,0,1,1,-0.4153945078492708,-0.65191085124692,0.27564510470654435,1.9319878785409108,2016,12,11,6,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,1,-0.9779398424485164,0,0,0,0,0,0,1,1,-0.45360985318464453,-0.9418672087739155,-0.7718264695993994,1.4727121867685884,-0.5396613532505413,-0.14626900388150071,0,0,1,1,1,-0.5191905377508019,0.5552728394827711,-0.22058368829051397,-0.1192563541550853,2016,5,28,5,0,0,1,0,0,0,0,0,1,0
