Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,SellerG_8,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,CouncilArea_5,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
0,1,1,1,1,0,0,0,1,4,0,0,0,1,0,1,0,1,1,18.8,4.0,2.0,2.0,492.0,126.0,0,0,1,0,0,0,-37.92299000000001,145.19156,7113.0,48.0,2017,7,29,5,1,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,14.2,3.0,1.0,1.0,718.0,138.0,0,0,1,1,0,1,-37.88061,145.12448999999995,13366.0,63.0,2017,9,23,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,12.8,3.0,1.0,1.0,657.0,126.0,0,0,0,0,1,0,-37.7411,144.8638,5629.0,53.0,2016,4,6,2,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,3,0,0,0,0,0,0,1,0,0,7.0,3.0,1.0,1.0,464.0,120.0,0,0,1,0,1,1,-37.8151,144.8638,6543.0,58.0,2016,5,14,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,11.5,2.0,1.0,1.0,161.0,112.0,0,0,1,1,0,1,-37.712,144.9175,2651.0,3.0,2017,6,5,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1.6,3.0,2.0,1.0,0.0,190.0,0,0,0,0,0,1,-37.8032,144.9842,4553.0,5.0,2016,8,10,2,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,1,2,0,1,0,1,0,1,0,1,0,4.6,3.0,2.0,2.0,0.0,126.0,0,0,0,1,1,0,-37.8414,145.0137,7217.0,48.0,2016,10,15,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3.4,2.0,1.0,1.0,103.0,126.0,0,0,0,0,0,1,-37.7898,144.9957,2954.0,48.0,2016,5,22,6,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4.0,2.0,2.0,1.0,65.0,78.0,0,0,1,1,0,1,-37.76812,144.97413999999995,5533.0,5.0,2017,7,15,5,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,9.2,3.0,1.0,3.0,609.0,140.0,0,0,0,1,1,1,-37.8542,145.0733,10412.0,88.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1,1,11.2,3.0,1.0,1.0,126.0,91.0,0,0,0,1,0,0,-37.7186,145.0166,21650.0,5.0,2016,5,22,6,0,1,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,1,1,2,0,0,1,1,1,1,0,1,1,5.8,2.0,1.0,1.0,66.0,126.0,0,0,0,1,0,0,-37.7722,145.0178,2970.0,48.0,2016,10,12,2,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,1,0,1,9.3,2.0,1.0,1.0,505.0,117.0,0,0,1,0,0,1,-37.8928,145.0149,5051.0,78.0,2016,9,24,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,13.8,4.0,2.0,2.0,650.0,260.0,0,0,1,1,1,0,-37.7694,145.1222,5420.0,38.0,2016,10,9,6,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,7.8,2.0,1.0,1.0,263.0,114.0,0,0,1,1,0,1,-37.7493,144.97,11204.0,108.0,2016,8,28,6,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,1,0,1,2,0,0,0,1,0,1,1,1,0,3.5,2.0,2.0,2.0,0.0,95.0,0,0,0,0,0,1,-37.7761,144.9792,6244.0,16.0,2017,3,18,5,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,1,1,1,6.9,2.0,1.0,1.0,292.0,126.0,0,0,0,0,1,0,-37.7642,144.9195,6232.0,48.0,2017,3,18,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,2.3,2.0,1.0,1.0,215.0,0.0,0,1,0,0,0,0,-37.7953,144.9437,6821.0,18.0,2017,4,3,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,0,1,1,0,1,3,0,0,0,1,0,0,0,0,1,7.0,3.0,1.0,2.0,189.0,85.0,0,0,1,0,1,1,-37.8145,144.8808,6543.0,98.0,2017,4,29,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,11.2,1.0,1.0,1.0,70.0,74.0,0,0,1,1,0,0,-37.9194,145.0003,10579.0,38.0,2016,11,27,6,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,1,0,1,0,3,0,0,0,0,0,1,1,0,0,14.5,3.0,1.0,2.0,630.0,105.23,0,1,0,0,1,1,-37.6822,144.9108,851.0,48.0,2017,8,4,4,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,9.2,4.0,3.0,3.0,622.0,160.0,0,0,0,1,1,1,-37.858,145.0859,10412.0,78.0,2017,5,13,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,11.7,3.0,2.0,1.0,292.0,113.0,0,0,1,1,0,1,-37.74695,144.86625,5629.0,5.0,2017,8,19,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2.4,2.0,1.0,0.0,164.0,126.0,0,0,0,0,0,1,-37.824,145.00679,14949.0,48.0,2017,5,27,5,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1,0,1,1,1,4,0,0,0,0,1,0,0,1,0,17.2,4.0,2.0,2.0,0.0,207.0,0,0,1,0,1,0,-37.83368,145.20408999999995,4181.0,10.0,2017,3,6,0,0,1,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,1,0,5,0,0,0,0,0,1,0,1,0,9.7,5.0,2.0,2.0,533.0,204.0,0,0,0,0,1,0,-37.7189,144.9044,3284.0,53.0,2017,8,4,4,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,13.9,3.0,2.0,1.0,268.0,117.0,0,0,1,0,0,1,-37.9196,145.0691,10969.0,18.0,2016,5,14,5,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,1,1,2,0,0,0,1,0,1,1,0,1,11.8,3.0,1.0,1.0,551.0,126.0,0,0,1,1,1,0,-37.7739,145.0962,4480.0,48.0,2016,6,18,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,1,3,0,0,0,0,0,0,0,1,0,3.5,3.0,1.0,1.0,311.0,126.0,0,0,0,0,0,1,-37.78305,144.97268,3106.0,48.0,2017,6,17,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,1,1,1,1,3,0,0,0,0,0,1,1,0,0,9.5,3.0,1.0,0.0,641.0,126.0,0,0,1,1,1,1,-37.7518,145.0457,790.0,48.0,2016,7,30,5,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,8.0,3.0,1.0,2.0,605.0,126.0,0,0,0,0,1,0,-37.7541,144.9265,9264.0,48.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,0,1,3,0,0,0,0,1,0,0,1,1,12.1,3.0,2.0,2.0,302.0,172.0,0,0,1,0,0,1,-37.9043,145.0622,4442.0,18.0,2016,4,6,2,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,0,1,1,11.2,3.0,1.0,2.0,468.0,92.0,0,0,0,1,0,0,-37.7184,144.9962,21650.0,58.0,2016,4,16,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,1,4,0,0,1,1,0,0,1,0,1,8.9,4.0,1.0,2.0,499.0,155.0,0,0,1,0,0,1,-37.8864,145.0242,2379.0,98.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,0,4,0,0,1,1,1,0,0,1,1,7.7,4.0,2.0,0.0,223.0,173.0,0,0,0,0,1,1,-37.882,144.993,8989.0,108.0,2016,12,11,6,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,11.0,2.0,1.0,2.0,704.0,126.0,0,0,0,1,1,1,-37.8745,145.0738,3052.0,48.0,2016,4,16,5,1,0,0,0,0,0,0,0,1,0,0
0,1,1,0,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,31.7,5.0,3.0,2.0,615.0,208.0,0,0,1,1,0,1,-37.59115,144.72581,14092.0,18.0,2017,9,23,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,13.0,2.0,1.0,1.0,668.0,88.0,0,0,1,1,0,1,-37.7067,144.9331,8870.0,63.0,2017,2,25,5,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1,1,1,1,1,5,0,1,0,1,0,0,1,0,0,17.3,5.0,3.0,2.0,947.0,126.0,0,0,1,1,0,0,-37.97956,145.02303,2866.0,48.0,2017,3,6,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,1,11.1,3.0,1.0,3.0,554.0,126.0,0,0,0,1,0,1,-37.8449,144.85,5132.0,48.0,2017,4,3,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,0,1,0,1,11.2,3.0,1.0,1.0,375.0,126.0,0,0,1,1,0,0,-37.9175,144.9949,10579.0,88.0,2016,11,19,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,1,11.7,3.0,2.0,4.0,697.0,126.0,0,0,1,0,0,0,-37.8592,145.0948,5678.0,48.0,2017,5,13,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,9.4,2.0,1.0,3.0,609.0,126.0,0,0,1,1,1,1,-37.7415,145.0391,2674.0,48.0,2017,2,25,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,5.7,3.0,2.0,1.0,300.0,126.0,0,0,0,1,0,0,-37.77586,145.03092,2211.0,48.0,2017,12,8,4,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2.3,1.0,1.0,1.0,0.0,126.0,0,1,0,0,0,0,-37.8044,144.9566,6821.0,48.0,2016,3,9,2,0,0,1,0,0,1,0,0,0,0,0
0,1,1,0,0,1,0,0,1,3,0,0,0,1,0,1,0,1,0,15.2,3.0,1.0,1.0,178.0,126.0,0,0,1,1,0,0,-37.96224,145.01683,4497.0,48.0,2017,6,17,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3.6,2.0,1.0,1.0,189.0,126.0,0,0,1,1,0,1,-37.79335,144.98911,2954.0,48.0,2017,9,16,5,1,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1,0,1,0,0,3,0,0,0,0,0,1,1,0,0,15.3,3.0,1.0,2.0,545.0,126.0,0,1,1,0,1,0,-37.68035,145.00925,7955.0,43.0,2017,5,27,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,1,2,0,0,1,0,1,1,1,0,0,7.8,2.0,1.0,1.0,84.0,126.0,0,0,0,1,1,1,-37.832,145.0599,8920.0,48.0,2016,7,16,5,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,1,1,1,0,14.0,3.0,2.0,2.0,279.0,95.0,0,0,1,0,0,0,-37.9001,145.1009,3224.0,88.0,2016,6,27,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,5.2,3.0,1.0,1.0,302.0,91.0,0,0,1,1,0,1,-37.76085,144.95834,11918.0,108.0,2017,12,8,4,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,1,6.6,2.0,1.0,0.0,159.0,84.0,0,0,0,0,1,1,-37.874,144.9933,2952.0,88.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,13.5,3.0,1.0,2.0,726.0,144.0,0,1,0,0,1,0,-37.7905,144.8073,6763.0,52.0,2016,7,11,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,4.6,2.0,1.0,1.0,0.0,126.0,0,0,0,1,1,0,-37.85127,144.99434,7717.0,48.0,2017,6,17,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,1,1,1.6,3.0,1.0,0.0,96.0,80.0,0,1,0,0,0,0,-37.79674,144.96563,6786.0,108.0,2017,6,24,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,1,1,3.3,2.0,1.0,1.0,0.0,75.0,0,0,0,1,1,0,-37.8426,144.993,14887.0,48.0,2016,7,5,1,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,8.5,3.0,2.0,2.0,179.0,125.0,0,0,1,0,0,1,-37.8961,145.0125,4898.0,18.0,2016,4,16,5,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0,7.8,3.0,1.0,2.0,670.0,126.0,0,0,1,1,1,1,-37.75973,145.03808,5549.0,48.0,2017,8,7,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,4.4,3.0,1.0,0.0,162.0,126.0,0,0,0,0,1,0,-37.7869,144.9253,3593.0,48.0,2016,8,13,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,1,0,1,6.5,2.0,1.0,1.0,0.0,66.0,0,0,0,1,0,0,-37.7541,145.0088,8870.0,48.0,2016,8,22,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,0,1,1,0,1,0,4,0,0,0,0,1,0,0,1,1,14.7,4.0,2.0,2.0,520.0,201.0,0,1,1,1,1,0,-37.91859,144.64143,16166.0,4.0,2017,7,22,5,1,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,0,1,1,3,0,0,0,1,0,1,0,0,1,13.4,3.0,1.0,1.0,734.0,126.0,0,0,1,0,1,0,-37.83576,145.13634,4387.0,48.0,2017,6,17,5,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,4,0,0,0,1,0,1,0,0,1,9.2,4.0,2.0,2.0,647.0,185.0,0,0,0,1,1,1,-37.7917,145.0868,7809.0,63.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,1,11.2,4.0,2.0,2.0,709.0,214.0,0,0,0,1,1,0,-37.8693,145.0423,8801.0,108.0,2017,8,4,4,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,1,0,1,1,3,0,0,1,0,0,0,1,1,1,5.1,3.0,1.0,2.0,317.0,112.0,0,0,0,0,1,1,-37.856,144.9891,4380.0,118.0,2016,10,9,6,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,5.1,2.0,1.0,1.0,126.0,65.0,0,0,1,0,1,1,-37.80473,144.89095,2417.0,128.0,2017,7,29,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,1,1,4.6,3.0,2.0,2.0,472.0,126.0,0,0,0,1,1,1,-37.8171,145.0252,11308.0,48.0,2016,11,27,6,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,1,9.2,3.0,1.0,2.0,575.0,129.0,0,0,1,1,0,1,-37.7307,144.9704,3445.0,58.0,2016,11,27,6,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,1,3,0,0,0,0,0,1,0,0,1,4.6,3.0,2.0,4.0,1317.0,228.0,0,0,0,1,1,0,-37.838,145.0054,7217.0,18.0,2017,11,3,4,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,1,0,11.5,3.0,1.0,4.0,815.0,126.0,0,0,1,1,0,1,-37.7151,144.9062,2651.0,21.0,2016,10,15,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,13.3,3.0,1.0,1.0,668.0,126.0,0,1,0,0,1,0,-37.7661,144.84,4217.0,48.0,2016,10,15,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2.6,2.0,1.0,1.0,166.0,88.0,0,0,0,0,0,1,-37.8245,144.9933,14949.0,118.0,2016,10,12,2,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,1,3,0,0,0,1,1,0,1,0,1,8.4,3.0,2.0,2.0,161.0,126.0,0,0,0,1,1,0,-37.86779,145.04482,8801.0,48.0,2017,6,24,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,0,1,2,0,0,0,1,0,1,0,0,1,6.1,2.0,1.0,0.0,94.0,126.0,0,0,0,0,1,1,-37.867,144.991,13240.0,48.0,2016,6,8,2,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,1,3,0,0,0,0,1,0,1,0,1,13.0,2.0,2.0,2.0,572.0,150.0,0,0,1,0,0,1,-37.9148,145.0404,6795.0,88.0,2016,8,28,6,1,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,4.5,1.0,1.0,1.0,0.0,51.0,0,0,0,1,1,0,-37.8519,144.9948,7717.0,6.0,2016,3,12,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,1,1,0,8.0,3.0,2.0,2.0,225.0,98.0,0,0,0,0,1,0,-37.7454,144.8987,9264.0,10.0,2016,4,2,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,1,4,0,0,0,0,1,1,0,1,1,10.5,4.0,2.0,1.0,592.0,191.0,0,0,1,1,1,1,-37.7478,145.0477,2947.0,68.0,2016,7,30,5,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,6.5,2.0,1.0,1.0,139.0,126.0,0,0,0,1,0,0,-37.7536,144.9921,8870.0,48.0,2016,7,11,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,0,0,5,0,0,0,1,0,1,0,1,0,10.7,5.0,3.0,2.0,634.0,126.0,0,0,1,1,0,0,-37.9126,145.013,6938.0,13.0,2016,10,12,2,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,1,1,4,0,0,0,1,0,1,0,0,1,7.3,4.0,2.0,2.0,12300.0,126.0,0,0,1,1,0,1,-37.79459,145.03921,2671.0,78.0,2017,3,9,3,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1,0,1,1,1,2,0,0,0,1,0,1,0,0,1,7.5,2.0,1.0,1.0,0.0,69.0,0,0,0,1,1,1,-37.8318,145.0448,6482.0,48.0,2016,10,9,6,0,0,1,0,0,0,0,0,1,0,0
0,1,0,0,1,1,0,1,1,4,0,0,0,0,1,0,1,0,1,17.9,4.0,2.0,3.0,724.0,126.0,0,0,1,1,0,0,-37.97076,145.04186,9758.0,48.0,2017,6,24,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,4.2,3.0,2.0,1.0,94.0,130.0,0,1,0,0,0,0,-37.7934,144.9166,5263.0,16.0,2016,6,18,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,7.7,1.0,1.0,1.0,1547.0,126.0,0,0,0,0,1,1,-37.8749,144.9903,8989.0,48.0,2017,3,18,5,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,1,1,1,1,3,0,0,0,0,0,1,0,1,0,31.7,3.0,2.0,2.0,600.0,140.0,0,1,0,0,1,1,-37.57686,144.71023,14092.0,38.0,2017,3,6,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1.8,2.0,1.0,1.0,0.0,53.0,0,1,0,0,0,0,-37.79831,144.94261,6821.0,8.0,2017,7,22,5,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4.5,2.0,1.0,1.0,231.0,126.0,0,0,1,1,0,1,-37.7759,144.976,5533.0,118.0,2016,9,24,5,1,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,7.0,2.0,1.0,1.0,0.0,68.0,0,0,1,0,1,1,-37.8128,144.8953,6543.0,43.0,2017,5,13,5,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,0,1,0,1,11.2,3.0,1.0,2.0,426.0,120.0,0,0,1,1,0,0,-37.9254,145.0045,10579.0,83.0,2016,9,17,5,1,0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,1,1,0,0,12.1,3.0,1.0,2.0,570.0,134.0,0,0,1,1,0,1,-37.7106,144.9491,2606.0,48.0,2016,10,12,2,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,1,0,0,1,9.2,5.0,5.0,4.0,1364.0,518.0,0,0,0,1,1,1,-37.7961,145.0859,7809.0,5.0,2016,6,18,5,1,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,7.5,2.0,1.0,3.0,166.0,126.0,0,0,0,1,1,1,-37.8456,145.0495,6482.0,48.0,2016,5,28,5,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,12.8,3.0,1.0,1.0,535.0,134.0,0,0,0,0,1,0,-37.7475,144.852,5629.0,38.0,2017,5,13,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,0,1,0,4,0,0,0,0,1,1,0,1,1,7.8,4.0,2.0,0.0,637.0,306.0,0,0,1,1,1,1,-37.77671,145.04005,5549.0,82.0,2017,7,29,5,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13.9,2.0,1.0,1.0,36.0,126.0,0,1,0,0,1,0,-37.7833,144.8266,2185.0,48.0,2016,5,28,5,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0,1,1,1,1,0,5,0,0,0,0,0,1,0,1,0,9.7,5.0,3.0,4.0,754.0,126.0,0,0,0,0,1,0,-37.7298,144.9162,3284.0,48.0,2016,4,16,5,1,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,1,4.3,3.0,1.0,5.0,2027.0,187.0,0,0,1,1,0,1,-37.7657,144.89109,4918.0,54.0,2017,8,26,5,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,5,0,0,0,0,1,0,0,1,1,9.7,5.0,2.0,1.0,629.0,140.0,0,0,0,1,1,1,-37.79238,145.07841000000005,7809.0,78.0,2017,5,27,5,1,0,0,0,0,0,0,0,1,0,0
0,1,1,1,0,1,1,1,1,3,0,1,1,0,0,1,0,0,0,20.0,3.0,2.0,2.0,435.0,141.0,0,1,0,0,0,1,-37.97889,145.0745,6162.0,38.0,2017,6,17,5,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,9.2,4.0,2.0,4.0,885.0,217.0,0,0,0,1,1,0,-37.8577,145.0421,10412.0,108.0,2016,9,17,5,1,0,0,0,0,0,0,0,1,0,0
0,1,0,1,1,1,1,1,1,3,0,0,0,0,1,0,0,1,1,21.5,3.0,2.0,2.0,304.0,233.0,0,1,0,0,0,1,-38.00644000000001,145.08478,3650.0,11.0,2017,8,7,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,9.7,2.0,1.0,1.0,0.0,150.0,0,0,0,1,1,1,-37.8147,145.084,5682.0,58.0,2016,9,24,5,0,0,1,0,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1,1,5.5,3.0,2.0,1.0,267.0,126.0,0,0,0,1,0,0,-37.7744,145.0033,11364.0,98.0,2017,4,3,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,1,2,0,0,0,1,0,1,1,0,0,8.9,2.0,1.0,1.0,806.0,78.0,0,0,1,0,0,1,-37.8852,145.024,2379.0,58.0,2017,4,3,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,7.8,6.0,3.0,4.0,768.0,285.0,0,0,1,1,0,1,-37.7397,144.9603,11204.0,21.0,2017,4,29,5,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1,1,0,0,14.0,3.0,1.0,2.0,560.0,108.0,0,0,1,1,0,1,-37.67345,144.92526,2246.0,53.0,2017,8,19,5,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,0,10.4,4.0,2.0,2.0,797.0,126.0,0,0,1,0,1,0,-37.84883,145.12998000000005,5678.0,48.0,2017,12,8,4,1,0,0,0,0,0,0,0,1,0,0
