Suburb,Rooms,Type,Price,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold
Brighton,2,u,700000.0,RT,11.2,2.0,1.0,1.0,0.0,125.0,Bayside,-37.9225,144.9891,Southern Metropolitan,10579.0,66.0,2016,8,10,2
Brighton,3,h,2400000.0,Marshall,11.2,3.0,2.0,2.0,835.0,125.0,Bayside,-37.9225,144.991,Southern Metropolitan,10579.0,108.0,2016,10,9,6
Brighton,2,u,590000.0,J,11.2,2.0,1.0,1.0,0.0,125.0,Bayside,-37.9097,144.9914,Southern Metropolitan,10579.0,68.0,2016,10,9,6
Brighton,3,h,1650000.0,Nick,11.2,3.0,2.0,2.0,0.0,111.0,Bayside,-37.9174,144.9895,Southern Metropolitan,10579.0,38.0,2016,10,9,6
Brighton,5,h,1562500.0,Buxton,11.2,5.0,2.0,2.0,655.0,202.0,Bayside,-37.9264,145.0044,Southern Metropolitan,10579.0,93.0,2016,10,9,6
Brighton,3,h,2050000.0,hockingstuart,11.2,3.0,3.0,2.0,398.0,262.0,Bayside,-37.899,144.9901,Southern Metropolitan,10579.0,6.0,2016,10,12,2
Brighton,4,h,3180000.0,hockingstuart,11.2,4.0,3.0,6.0,454.0,125.0,Bayside,-37.9206,145.0051,Southern Metropolitan,10579.0,48.0,2016,10,12,2
Brighton,2,t,960000.0,Hodges,11.2,2.0,1.0,2.0,363.0,125.0,Bayside,-37.9275,145.0046,Southern Metropolitan,10579.0,48.0,2016,10,12,2
Brighton,4,h,3320000.0,Buxton,11.2,4.0,3.0,2.0,644.0,364.0,Bayside,-37.8964,144.9972,Southern Metropolitan,10579.0,18.0,2016,10,12,2
Brighton,4,h,2800000.0,RT,11.2,4.0,3.0,3.0,596.0,125.0,Bayside,-37.9059,144.9927,Southern Metropolitan,10579.0,48.0,2016,10,12,2
Brighton,3,u,1602000.0,RT,11.2,3.0,2.0,2.0,328.0,125.0,Bayside,-37.9288,144.9954,Southern Metropolitan,10579.0,48.0,2016,10,12,2
Brighton,2,u,1300000.0,Greg,11.2,2.0,2.0,2.0,0.0,125.0,Bayside,-37.9012,144.9878,Southern Metropolitan,10579.0,48.0,2017,11,2,3
Brighton,2,u,1100000.0,Buxton,11.2,2.0,1.0,2.0,0.0,85.0,Bayside,-37.9131,144.995,Southern Metropolitan,10579.0,83.0,2016,12,11,6
Brighton,3,h,1650000.0,Hodges,11.2,3.0,2.0,1.0,354.0,143.0,Bayside,-37.8916,145.0017,Southern Metropolitan,10579.0,108.0,2016,12,11,6
Brighton,2,h,1102000.0,hockingstuart,11.2,2.0,1.0,2.0,318.0,125.0,Bayside,-37.9011,145.0011,Southern Metropolitan,10579.0,48.0,2016,12,11,6
Brighton,2,u,575000.0,Buxton,11.2,2.0,1.0,1.0,0.0,125.0,Bayside,-37.9097,144.9914,Southern Metropolitan,10579.0,48.0,2016,12,11,6
Brighton,2,h,1570000.0,Buxton,11.2,2.0,1.0,0.0,352.0,111.0,Bayside,-37.9154,145.001,Southern Metropolitan,10579.0,98.0,2016,12,11,6
Brighton,3,t,1411000.0,Buxton,11.2,3.0,2.0,2.0,0.0,125.0,Bayside,-37.9144,145.0004,Southern Metropolitan,10579.0,7.0,2016,12,11,6
Brighton,5,h,4700000.0,Hodges,11.2,5.0,3.0,2.0,1073.0,221.0,Bayside,-37.918,144.9911,Southern Metropolitan,10579.0,48.0,2016,12,11,6
Brighton,3,h,1785000.0,Buxton,11.2,3.0,2.0,1.0,404.0,118.0,Bayside,-37.9228,144.9996,Southern Metropolitan,10579.0,65.0,2016,12,11,6
Brighton,2,h,1550000.0,Buxton,11.2,2.0,2.0,2.0,404.0,125.0,Bayside,-37.9104,145.002,Southern Metropolitan,10579.0,48.0,2016,12,11,6
Brighton,3,h,1875000.0,Hodges,11.2,3.0,2.0,2.0,275.0,170.0,Bayside,-37.9153,144.9924,Southern Metropolitan,10579.0,27.0,2016,8,13,5
Brighton,4,h,2400000.0,Hodges,11.2,4.0,2.0,2.0,640.0,125.0,Bayside,-37.892,144.9918,Southern Metropolitan,10579.0,48.0,2016,8,13,5
Brighton,3,u,1266000.0,Hodges,11.2,3.0,1.0,2.0,277.0,116.0,Bayside,-37.9268,144.991,Southern Metropolitan,10579.0,68.0,2016,8,13,5
Brighton,3,u,826000.0,Biggin,11.2,3.0,1.0,2.0,119.0,125.0,Bayside,-37.8958,144.9994,Southern Metropolitan,10579.0,48.0,2016,5,14,5
Brighton,5,h,2730000.0,Gary,11.2,5.0,3.0,2.0,895.0,423.0,Bayside,-37.9204,145.0028,Southern Metropolitan,10579.0,80.0,2016,5,14,5
Brighton,2,u,900000.0,Nick,11.2,2.0,2.0,1.0,118.0,125.0,Bayside,-37.914,144.9914,Southern Metropolitan,10579.0,48.0,2016,5,14,5
Brighton,3,t,1962000.0,Marshall,11.2,3.0,2.0,2.0,323.0,125.0,Bayside,-37.9208,144.9996,Southern Metropolitan,10579.0,23.0,2016,5,14,5
Brighton,4,h,3295888.0,Hodges,11.2,4.0,3.0,2.0,565.0,337.0,Bayside,-37.8975,144.9991,Southern Metropolitan,10579.0,28.0,2016,10,15,5
Brighton,1,u,375000.0,hockingstuart,11.2,1.0,1.0,1.0,0.0,40.0,Bayside,-37.9181,144.993,Southern Metropolitan,10579.0,53.0,2016,10,15,5
Brighton,2,u,756000.0,Buxton,11.2,2.0,1.0,1.0,0.0,80.0,Bayside,-37.9112,144.9909,Southern Metropolitan,10579.0,98.0,2016,10,15,5
Brighton,2,u,800000.0,hockingstuart,11.2,2.0,1.0,1.0,131.0,125.0,Bayside,-37.9164,145.0002,Southern Metropolitan,10579.0,48.0,2016,4,16,5
Brighton,5,h,2100000.0,Hodges,11.2,5.0,5.0,2.0,552.0,219.0,Bayside,-37.9012,144.997,Southern Metropolitan,10579.0,98.0,2016,4,16,5
Brighton,3,h,1500000.0,Nick,11.2,3.0,2.0,1.0,442.0,125.0,Bayside,-37.9158,144.9984,Southern Metropolitan,10579.0,48.0,2016,7,16,5
Brighton,2,u,905500.0,Buxton,11.2,2.0,1.0,1.0,122.0,125.0,Bayside,-37.9188,144.9942,Southern Metropolitan,10579.0,48.0,2016,7,16,5
Brighton,3,h,2375000.0,HAR,11.2,4.0,2.0,2.0,547.0,302.0,Bayside,-37.9271,145.0034,Southern Metropolitan,10579.0,18.0,2016,9,17,5
Brighton,3,h,2275000.0,Marshall,11.2,3.0,2.0,1.0,359.0,125.0,Bayside,-37.8965,145.0022,Southern Metropolitan,10579.0,48.0,2016,9,17,5
Brighton,3,h,1385000.0,Buxton,11.2,3.0,1.0,2.0,426.0,120.0,Bayside,-37.9254,145.0045,Southern Metropolitan,10579.0,83.0,2016,9,17,5
Brighton,2,h,1601000.0,RT,11.2,2.0,1.0,1.0,380.0,125.0,Bayside,-37.9166,144.9926,Southern Metropolitan,10579.0,60.0,2016,9,17,5
Brighton,3,h,2020000.0,Nick,11.2,5.0,6.0,2.0,685.0,419.0,Bayside,-37.9284,144.9986,Southern Metropolitan,10579.0,48.0,2016,9,17,5
Brighton,3,t,1762000.0,Buxton,11.2,3.0,2.0,2.0,483.0,125.0,Bayside,-37.9075,145.0064,Southern Metropolitan,10579.0,48.0,2016,9,17,5
Brighton,3,h,2450000.0,Nick,11.2,3.0,3.0,2.0,482.0,125.0,Bayside,-37.912,144.9994,Southern Metropolitan,10579.0,48.0,2017,3,18,5
Brighton,2,u,858000.0,Marshall,11.2,2.0,1.0,1.0,107.0,75.0,Bayside,-37.8958,144.9982,Southern Metropolitan,10579.0,68.0,2017,3,18,5
Brighton,3,t,1427000.0,Marshall,11.2,3.0,2.0,1.0,313.0,125.0,Bayside,-37.9206,145.0,Southern Metropolitan,10579.0,48.0,2017,3,18,5
Brighton,3,t,2517500.0,Marshall,11.2,3.0,3.0,2.0,311.0,125.0,Bayside,-37.9148,145.0009,Southern Metropolitan,10579.0,48.0,2017,3,18,5
Brighton,4,h,2800000.0,Biggin,11.2,4.0,2.0,4.0,569.0,229.0,Bayside,-37.8962,145.0011,Southern Metropolitan,10579.0,108.0,2017,3,18,5
Brighton,5,h,3700000.0,Kay,11.2,4.0,3.0,4.0,1572.0,305.0,Bayside,-37.9233,144.9944,Southern Metropolitan,10579.0,128.0,2016,6,18,5
Brighton,3,h,1410000.0,Buxton,11.2,3.0,1.0,1.0,375.0,125.0,Bayside,-37.9175,144.9949,Southern Metropolitan,10579.0,88.0,2016,11,19,5
Brighton,4,h,2475000.0,Marshall,11.2,4.0,2.0,2.0,605.0,274.0,Bayside,-37.916,145.0064,Southern Metropolitan,10579.0,98.0,2016,11,19,5
Brighton,4,h,2700000.0,Nick,11.2,4.0,2.0,2.0,732.0,333.0,Bayside,-37.8987,144.9953,Southern Metropolitan,10579.0,93.0,2016,11,19,5
Brighton,3,u,1005000.0,hockingstuart,11.2,3.0,1.0,1.0,0.0,125.0,Bayside,-37.909,145.0005,Southern Metropolitan,10579.0,48.0,2016,11,19,5
Brighton,4,h,3900000.0,Nick,11.2,4.0,2.0,2.0,842.0,311.0,Bayside,-37.9227,145.0043,Southern Metropolitan,10579.0,28.0,2016,5,22,6
Brighton,2,u,610000.0,RT,11.2,2.0,1.0,1.0,0.0,75.0,Bayside,-37.9156,145.0013,Southern Metropolitan,10579.0,13.0,2016,5,22,6
Brighton,3,u,880000.0,hockingstuart,11.2,3.0,1.0,1.0,138.0,125.0,Bayside,-37.896,144.9957,Southern Metropolitan,10579.0,53.0,2016,5,22,6
Brighton,2,u,737000.0,Nick,11.2,3.0,1.0,1.0,106.0,125.0,Bayside,-37.9159,144.9936,Southern Metropolitan,10579.0,43.0,2016,5,22,6
Brighton,2,h,1532000.0,Hodges,11.2,2.0,1.0,2.0,411.0,165.0,Bayside,-37.9095,145.004,Southern Metropolitan,10579.0,108.0,2016,8,22,0
Brighton,3,u,1250000.0,Marshall,11.2,3.0,2.0,0.0,0.0,125.0,Bayside,-37.9249,144.9928,Southern Metropolitan,10579.0,48.0,2016,8,22,0
Brighton,3,u,835000.0,Marshall,11.2,3.0,2.0,1.0,0.0,125.0,Bayside,-37.909,145.0005,Southern Metropolitan,10579.0,48.0,2016,8,22,0
Brighton,3,h,2320000.0,Nick,11.2,3.0,2.0,2.0,589.0,125.0,Bayside,-37.9253,145.0034,Southern Metropolitan,10579.0,48.0,2016,9,24,5
Brighton,4,h,2000000.0,Marshall,11.2,4.0,2.0,2.0,471.0,125.0,Bayside,-37.8956,145.0037,Southern Metropolitan,10579.0,48.0,2017,2,25,5
Brighton,2,t,1230000.0,Hodges,11.2,2.0,2.0,2.0,201.0,125.0,Bayside,-37.905,144.9959,Southern Metropolitan,10579.0,48.0,2017,2,25,5
Brighton,3,h,2375000.0,Buxton,11.2,3.0,2.0,2.0,470.0,125.0,Bayside,-37.9152,144.993,Southern Metropolitan,10579.0,48.0,2017,2,25,5
Brighton,2,t,1037000.0,Buxton,11.2,2.0,1.0,2.0,125.0,2.0,Bayside,-37.9078,145.0051,Southern Metropolitan,10579.0,9.0,2017,2,25,5
Brighton,4,h,3050000.0,Buxton,11.2,4.0,4.0,2.0,578.0,319.0,Bayside,-37.8989,145.0008,Southern Metropolitan,10579.0,23.0,2017,2,25,5
Brighton,4,t,1630000.0,Biggin,11.2,4.0,2.0,2.0,432.0,196.0,Bayside,-37.9228,145.0022,Southern Metropolitan,10579.0,18.0,2017,2,25,5
Brighton,2,h,1701000.0,Buxton,11.2,2.0,1.0,2.0,0.0,125.0,Bayside,-37.9118,145.0041,Southern Metropolitan,10579.0,48.0,2017,2,25,5
Brighton,2,u,760000.0,Hodges,11.2,2.0,1.0,2.0,0.0,125.0,Bayside,-37.914,145.003,Southern Metropolitan,10579.0,48.0,2017,2,25,5
Brighton,4,h,2640000.0,Hodges,11.2,4.0,2.0,2.0,848.0,246.0,Bayside,-37.9234,145.0042,Southern Metropolitan,10579.0,43.0,2016,7,26,1
Brighton,2,u,850000.0,Buxton,11.2,2.0,1.0,1.0,0.0,125.0,Bayside,-37.9116,144.9978,Southern Metropolitan,10579.0,48.0,2016,11,27,6
Brighton,1,u,671000.0,Buxton,11.2,1.0,1.0,1.0,70.0,74.0,Bayside,-37.9194,145.0003,Southern Metropolitan,10579.0,38.0,2016,11,27,6
Brighton,4,t,2250000.0,Marshall,11.2,4.0,2.0,2.0,230.0,281.0,Bayside,-37.9237,145.0056,Southern Metropolitan,10579.0,6.0,2016,11,27,6
Brighton,3,h,2900000.0,Nick,11.2,3.0,1.0,1.0,659.0,161.0,Bayside,-37.919,144.9953,Southern Metropolitan,10579.0,76.0,2016,11,27,6
Brighton,3,u,1620000.0,Buxton,11.2,3.0,2.0,2.0,231.0,125.0,Bayside,-37.9121,144.9953,Southern Metropolitan,10579.0,48.0,2016,11,27,6
Brighton,3,h,3550000.0,Nick,11.2,3.0,2.0,0.0,1007.0,125.0,Bayside,-37.9097,144.9981,Southern Metropolitan,10579.0,48.0,2016,11,27,6
Brighton,4,h,2750000.0,Nick,11.2,4.0,2.0,2.0,687.0,125.0,Bayside,-37.904,144.9919,Southern Metropolitan,10579.0,48.0,2016,5,28,5
Brighton,5,h,3751000.0,Marshall,11.2,3.0,3.0,2.0,584.0,125.0,Bayside,-37.921,144.9966,Southern Metropolitan,10579.0,48.0,2016,5,28,5
Brighton,3,t,1425000.0,Hodges,11.2,3.0,2.0,2.0,495.0,125.0,Bayside,-37.9049,145.0069,Southern Metropolitan,10579.0,48.0,2016,5,28,5
Brighton,4,h,2405000.0,RT,11.2,4.0,1.0,2.0,695.0,142.0,Bayside,-37.9262,144.9969,Southern Metropolitan,10579.0,48.0,2016,5,28,5
Brighton,3,u,1352500.0,hockingstuart,11.2,2.0,2.0,1.0,280.0,110.0,Bayside,-37.91,144.989,Southern Metropolitan,10579.0,25.0,2016,8,28,6
Brighton,3,h,2030000.0,Nick,11.2,4.0,2.0,2.0,366.0,125.0,Bayside,-37.9193,144.9898,Southern Metropolitan,10579.0,48.0,2016,8,28,6
Brighton,5,h,3105000.0,Marshall,11.2,4.0,2.0,2.0,1045.0,304.0,Bayside,-37.9205,145.0012,Southern Metropolitan,10579.0,88.0,2016,8,28,6
Brighton,3,h,1171000.0,Nick,11.2,3.0,2.0,2.0,279.0,125.0,Bayside,-37.9002,144.9928,Southern Metropolitan,10579.0,48.0,2016,8,28,6
Brighton,2,t,1400000.0,RT,11.2,2.0,2.0,1.0,267.0,125.0,Bayside,-37.9159,144.9933,Southern Metropolitan,10579.0,48.0,2016,8,28,6
Brighton,3,h,1600000.0,RT,11.2,3.0,2.0,2.0,266.0,125.0,Bayside,-37.9241,145.0028,Southern Metropolitan,10579.0,18.0,2016,7,30,5
Brighton,4,h,1500000.0,Hodges,11.2,3.0,2.0,1.0,549.0,195.0,Bayside,-37.8869,144.9982,Southern Metropolitan,10579.0,28.0,2016,7,30,5
Brighton East,4,h,1940000.0,hockingstuart,10.7,4.0,2.0,2.0,682.0,240.0,Bayside,-37.9205,145.0122,Southern Metropolitan,6938.0,58.0,2016,3,9,2
Brighton East,4,h,1850000.0,Nick,10.7,4.0,2.0,2.0,617.0,268.0,Bayside,-37.9187,145.007,Southern Metropolitan,6938.0,78.0,2016,3,9,2
Brighton East,3,h,930000.0,Marshall,10.7,3.0,1.0,1.0,329.0,117.0,Bayside,-37.9317,145.0218,Southern Metropolitan,6938.0,88.0,2016,3,9,2
Brighton East,4,h,1310000.0,hockingstuart,10.7,4.0,3.0,2.0,618.0,213.0,Bayside,-37.9162,145.0219,Southern Metropolitan,6938.0,10.0,2016,3,12,5
Brighton East,2,h,1250000.0,hockingstuart,10.7,2.0,1.0,2.0,443.0,125.0,Bayside,-37.9077,145.0229,Southern Metropolitan,6938.0,48.0,2016,3,12,5
Brighton East,4,h,2504000.0,Marshall,10.7,4.0,2.0,2.0,674.0,183.0,Bayside,-37.9022,145.0125,Southern Metropolitan,6938.0,68.0,2016,3,12,5
Brighton East,2,u,700000.0,hockingstuart,10.7,2.0,1.0,1.0,0.0,125.0,Bayside,-37.9195,145.0067,Southern Metropolitan,6938.0,48.0,2016,3,12,5
Brighton East,2,u,750000.0,Buxton,10.7,2.0,1.0,3.0,305.0,125.0,Bayside,-37.9318,145.0293,Southern Metropolitan,6938.0,48.0,2016,3,12,5
Brighton East,3,t,1302500.0,Buxton,10.7,3.0,2.0,2.0,391.0,125.0,Bayside,-37.9179,145.0091,Southern Metropolitan,6938.0,48.0,2017,4,3,0
Brighton East,2,h,1445000.0,Biggin,10.7,2.0,1.0,1.0,649.0,126.0,Bayside,-37.9153,145.0142,Southern Metropolitan,6938.0,78.0,2017,4,3,0
Brighton East,2,h,980000.0,Hodges,10.7,3.0,1.0,1.0,247.0,125.0,Bayside,-37.917,145.0137,Southern Metropolitan,6938.0,48.0,2016,4,6,2
Brighton East,4,h,1495000.0,Nick,10.7,4.0,2.0,2.0,597.0,125.0,Bayside,-37.9179,145.019,Southern Metropolitan,6938.0,48.0,2016,4,6,2
Brighton East,5,h,1700000.0,Marshall,10.7,4.0,2.0,1.0,994.0,274.0,Bayside,-37.9187,145.0187,Southern Metropolitan,6938.0,83.0,2016,4,6,2
Brighton East,5,h,1400000.0,Buxton,10.7,4.0,3.0,4.0,824.0,235.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0,88.0,2016,4,6,2
Brighton East,3,h,1075000.0,hockingstuart,10.7,3.0,2.0,2.0,312.0,125.0,Glen Eira,-37.9179,145.0232,Southern Metropolitan,6938.0,28.0,2016,4,6,2
Brighton East,3,h,1860000.0,Marshall,10.7,3.0,2.0,2.0,686.0,125.0,Bayside,-37.9241,145.0125,Southern Metropolitan,6938.0,70.0,2016,6,8,2
Brighton East,3,h,1500000.0,Nick,10.7,3.0,2.0,2.0,315.0,228.0,Bayside,-37.9199,145.0174,Southern Metropolitan,6938.0,18.0,2016,6,8,2
Brighton East,3,t,870000.0,hockingstuart,10.7,3.0,2.0,2.0,158.0,125.0,Bayside,-37.9271,145.0281,Southern Metropolitan,6938.0,48.0,2016,6,8,2
Brighton East,4,h,2000000.0,Buxton,10.7,4.0,2.0,2.0,687.0,125.0,Bayside,-37.9117,145.0093,Southern Metropolitan,6938.0,48.0,2016,7,5,1
Brighton East,3,h,1400000.0,Marshall,10.7,3.0,1.0,3.0,613.0,182.0,Bayside,-37.9177,145.0143,Southern Metropolitan,6938.0,68.0,2016,7,5,1
Brighton East,3,h,1300000.0,Marshall,10.7,3.0,2.0,3.0,619.0,125.0,Bayside,-37.927,145.0267,Southern Metropolitan,6938.0,48.0,2016,7,5,1
Brighton East,5,h,1600000.0,RT,10.7,5.0,2.0,2.0,616.0,245.0,Bayside,-37.9084,145.0221,Southern Metropolitan,6938.0,73.0,2016,7,5,1
Brighton East,2,h,1780000.0,Buxton,10.7,4.0,3.0,2.0,635.0,119.0,Bayside,-37.9205,145.0102,Southern Metropolitan,6938.0,83.0,2016,7,5,1
Brighton East,5,h,1200000.0,hockingstuart,10.7,5.0,2.0,5.0,775.0,270.0,Bayside,-37.932,145.0284,Southern Metropolitan,6938.0,98.0,2016,7,5,1
Brighton East,2,u,775000.0,Buxton,10.7,2.0,1.0,1.0,112.0,90.0,Bayside,-37.9306,145.0284,Southern Metropolitan,6938.0,58.0,2016,7,11,0
Brighton East,3,h,1480000.0,hockingstuart,10.7,3.0,2.0,2.0,697.0,143.0,Bayside,-37.9269,145.0274,Southern Metropolitan,6938.0,93.0,2016,7,11,0
Brighton East,5,h,2900000.0,Buxton,10.7,5.0,4.0,2.0,640.0,125.0,Bayside,-37.928,145.0095,Southern Metropolitan,6938.0,68.0,2016,8,10,2
Brighton East,3,h,1590000.0,Marshall,10.7,3.0,3.0,2.0,481.0,244.0,Bayside,-37.931,145.0198,Southern Metropolitan,6938.0,6.0,2016,8,10,2
Brighton East,4,h,2840000.0,Hodges,10.7,5.0,2.0,2.0,999.0,274.0,Bayside,-37.9135,145.0189,Southern Metropolitan,6938.0,46.0,2016,10,9,6
Brighton East,3,h,1580000.0,Marshall,10.7,4.0,2.0,2.0,597.0,125.0,Bayside,-37.9085,145.0201,Southern Metropolitan,6938.0,48.0,2016,10,9,6
Brighton East,4,t,1100000.0,Gary,10.7,4.0,3.0,2.0,302.0,125.0,Bayside,-37.9317,145.0294,Southern Metropolitan,6938.0,48.0,2016,10,9,6
Brighton East,2,h,1000000.0,Biggin,10.7,2.0,1.0,2.0,564.0,131.0,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938.0,70.0,2016,10,9,6
Brighton East,5,h,2500000.0,Hodges,10.7,5.0,3.0,2.0,634.0,125.0,Bayside,-37.9126,145.013,Southern Metropolitan,6938.0,13.0,2016,10,12,2
Brighton East,4,h,1700000.0,Buxton,10.7,4.0,3.0,4.0,708.0,275.0,Bayside,-37.9299,145.015,Southern Metropolitan,6938.0,68.0,2016,10,12,2
Brighton East,3,h,1405000.0,Buxton,10.7,3.0,1.0,1.0,490.0,125.0,Bayside,-37.9024,145.0097,Southern Metropolitan,6938.0,48.0,2016,10,12,2
Brighton East,3,h,1290000.0,Greg,10.7,3.0,1.0,2.0,661.0,125.0,Bayside,-37.9045,145.0082,Southern Metropolitan,6938.0,98.0,2016,10,12,2
Brighton East,5,h,3207000.0,hockingstuart,10.7,5.0,5.0,3.0,1561.0,272.0,Bayside,-37.9102,145.0245,Southern Metropolitan,6938.0,49.0,2016,10,12,2
Brighton East,3,u,880000.0,Buxton,10.7,3.0,2.0,2.0,304.0,34.0,Bayside,-37.9308,145.0316,Southern Metropolitan,6938.0,28.0,2017,11,2,3
Brighton East,4,h,1920000.0,Nick,10.7,4.0,1.0,1.0,1000.0,203.0,Bayside,-37.931,145.0163,Southern Metropolitan,6938.0,58.0,2017,11,2,3
Brighton East,3,h,1301000.0,Buxton,10.7,3.0,2.0,2.0,401.0,121.0,Bayside,-37.9062,145.0173,Southern Metropolitan,6938.0,92.0,2016,12,11,6
Brighton East,4,t,2570000.0,Gary,10.7,4.0,3.0,2.0,898.0,125.0,Bayside,-37.9176,145.0087,Southern Metropolitan,6938.0,48.0,2016,12,11,6
Brighton East,5,h,2550000.0,Buxton,10.7,5.0,3.0,2.0,915.0,233.0,Bayside,-37.9231,145.0104,Southern Metropolitan,6938.0,58.0,2016,12,11,6
Brighton East,5,h,1915000.0,Buxton,10.7,5.0,2.0,0.0,645.0,238.0,Bayside,-37.9175,145.0116,Southern Metropolitan,6938.0,48.0,2016,8,13,5
Brighton East,4,h,1650000.0,hockingstuart,10.7,5.0,3.0,2.0,598.0,212.0,Bayside,-37.9075,145.0248,Southern Metropolitan,6938.0,70.0,2016,8,13,5
Brighton East,4,h,1530000.0,RT,10.7,2.0,2.0,1.0,603.0,177.0,Bayside,-37.9187,145.0071,Southern Metropolitan,6938.0,98.0,2016,5,14,5
Brighton East,2,h,805000.0,Hodges,10.7,2.0,1.0,2.0,347.0,125.0,Bayside,-37.9137,145.0164,Southern Metropolitan,6938.0,48.0,2016,5,14,5
Brighton East,4,h,2050000.0,Marshall,10.7,4.0,2.0,4.0,678.0,233.0,Bayside,-37.9255,145.0118,Southern Metropolitan,6938.0,78.0,2016,10,15,5
Brighton East,5,h,2550000.0,RT,10.7,5.0,3.0,2.0,551.0,346.0,Bayside,-37.9176,145.009,Southern Metropolitan,6938.0,2.0,2016,10,15,5
Brighton East,2,u,905000.0,Hodges,10.7,2.0,1.0,2.0,189.0,93.0,Bayside,-37.9172,145.0072,Southern Metropolitan,6938.0,38.0,2016,10,15,5
Brighton East,3,h,1355000.0,C21,10.7,3.0,1.0,2.0,759.0,151.0,Bayside,-37.9057,145.0166,Southern Metropolitan,6938.0,88.0,2016,10,15,5
Brighton East,2,h,1845000.0,Buxton,10.7,2.0,1.0,2.0,604.0,145.0,Bayside,-37.9268,145.0094,Southern Metropolitan,6938.0,68.0,2016,10,15,5
Brighton East,5,h,1760000.0,Kay,10.7,5.0,3.0,2.0,601.0,125.0,Bayside,-37.919,145.0194,Southern Metropolitan,6938.0,48.0,2016,10,15,5
Brighton East,5,h,2050000.0,RT,10.7,5.0,3.0,3.0,669.0,309.0,Bayside,-37.9289,145.0284,Southern Metropolitan,6938.0,48.0,2016,10,15,5
Brighton East,3,h,1620000.0,Marshall,10.7,3.0,2.0,4.0,678.0,125.0,Bayside,-37.9208,145.0126,Southern Metropolitan,6938.0,48.0,2016,4,16,5
Brighton East,3,t,940000.0,hockingstuart,10.7,3.0,2.0,3.0,0.0,125.0,Bayside,-37.9089,145.0246,Southern Metropolitan,6938.0,14.0,2016,4,16,5
Brighton East,3,h,1710000.0,hockingstuart,10.7,4.0,3.0,2.0,435.0,228.0,Bayside,-37.91,145.0113,Southern Metropolitan,6938.0,103.0,2016,9,17,5
Brighton East,3,h,1800000.0,Buxton,10.7,3.0,1.0,1.0,703.0,125.0,Bayside,-37.9185,145.0138,Southern Metropolitan,6938.0,48.0,2016,9,17,5
Brighton East,4,h,1706000.0,Buxton,10.7,3.0,3.0,2.0,538.0,125.0,Bayside,-37.9126,145.011,Southern Metropolitan,6938.0,48.0,2016,9,17,5
Brighton East,3,t,1300000.0,Buxton,10.7,3.0,2.0,2.0,337.0,222.0,Bayside,-37.9196,145.0205,Southern Metropolitan,6938.0,18.0,2016,9,17,5
Brighton East,2,u,770000.0,Hodges,10.7,2.0,1.0,2.0,157.0,125.0,Bayside,-37.911,145.0236,Southern Metropolitan,6938.0,48.0,2017,3,18,5
Brighton East,4,h,2200000.0,Buxton,10.7,4.0,2.0,2.0,654.0,286.0,Bayside,-37.9292,145.0236,Southern Metropolitan,6938.0,18.0,2016,6,18,5
Brighton East,3,h,1400000.0,Hodges,10.7,3.0,2.0,2.0,486.0,125.0,Bayside,-37.9213,145.0111,Southern Metropolitan,6938.0,48.0,2016,11,19,5
Brighton East,3,h,900000.0,Hodges,10.7,3.0,2.0,2.0,236.0,125.0,Bayside,-37.9215,145.0227,Southern Metropolitan,6938.0,48.0,2016,11,19,5
Brighton East,4,h,2150000.0,Buxton,10.7,4.0,3.0,2.0,614.0,225.0,Bayside,-37.9186,145.0175,Southern Metropolitan,6938.0,48.0,2016,11,19,5
Brighton East,4,h,1725000.0,Hodges,10.7,4.0,3.0,2.0,798.0,125.0,Bayside,-37.9311,145.0169,Southern Metropolitan,6938.0,48.0,2016,11,19,5
Brighton East,4,h,1755000.0,RT,10.7,4.0,2.0,2.0,0.0,125.0,Bayside,-37.9292,145.0252,Southern Metropolitan,6938.0,48.0,2016,11,19,5
Brighton East,4,h,1650000.0,Hodges,10.7,4.0,2.0,4.0,506.0,125.0,Bayside,-37.9111,145.0108,Southern Metropolitan,6938.0,21.0,2016,5,22,6
Brighton East,4,h,1720000.0,Buxton,10.7,2.0,2.0,2.0,676.0,125.0,Bayside,-37.9198,145.0137,Southern Metropolitan,6938.0,48.0,2016,5,22,6
Brighton East,4,h,1815000.0,hockingstuart,10.7,4.0,2.0,2.0,732.0,125.0,Bayside,-37.9184,145.007,Southern Metropolitan,6938.0,48.0,2016,5,22,6
Brighton East,5,h,1450000.0,Buxton,10.7,5.0,3.0,2.0,527.0,125.0,Bayside,-37.9061,145.0238,Southern Metropolitan,6938.0,48.0,2016,5,22,6
Brighton East,1,t,681000.0,Buxton,10.7,2.0,1.0,1.0,166.0,60.0,Bayside,-37.9159,145.019,Southern Metropolitan,6938.0,6.0,2016,9,24,5
Brighton East,3,t,1511000.0,RT,10.7,2.0,2.0,2.0,496.0,125.0,Bayside,-37.9237,145.0075,Southern Metropolitan,6938.0,48.0,2016,9,24,5
